time,node1,node2
0,trace_0,trace_5
0,trace_2,trace_3
0,trace_3,trace_7
20,trace_0,trace_5
20,trace_2,trace_3
20,trace_3,trace_7
40,trace_0,trace_5
40,trace_2,trace_3
40,trace_3,trace_7
60,trace_0,trace_5
60,trace_2,trace_3
60,trace_3,trace_7
80,trace_2,trace_3
80,trace_3,trace_7
100,trace_2,trace_3
100,trace_3,trace_7
120,trace_2,trace_3
120,trace_3,trace_7
140,trace_1,trace_9
160,trace_1,trace_9
160,trace_2,trace_6
160,trace_2,trace_9
180,trace_0,trace_1
180,trace_2,trace_6
180,trace_2,trace_9
200,trace_0,trace_1
200,trace_2,trace_6
200,trace_2,trace_9
220,trace_0,trace_1
220,trace_0,trace_8
220,trace_2,trace_6
220,trace_2,trace_9
240,trace_0,trace_1
240,trace_0,trace_8
240,trace_2,trace_6
240,trace_2,trace_9
260,trace_0,trace_1
260,trace_0,trace_8
260,trace_2,trace_6
260,trace_2,trace_9
280,trace_0,trace_1
280,trace_0,trace_8
280,trace_2,trace_6
280,trace_2,trace_9
300,trace_0,trace_8
300,trace_2,trace_6
300,trace_2,trace_9
320,trace_2,trace_6
320,trace_2,trace_9
340,trace_2,trace_6
340,trace_2,trace_9
360,trace_2,trace_6
360,trace_2,trace_9
380,trace_2,trace_6
380,trace_2,trace_9
400,trace_2,trace_6
400,trace_2,trace_9
400,trace_5,trace_7
420,trace_2,trace_6
420,trace_2,trace_9
420,trace_5,trace_7
440,trace_2,trace_9
460,trace_2,trace_9
480,trace_2,trace_9
500,trace_2,trace_9
520,trace_2,trace_9
520,trace_7,trace_9
540,trace_2,trace_9
540,trace_7,trace_9
560,trace_2,trace_9
560,trace_7,trace_9
580,trace_2,trace_9
580,trace_7,trace_9
600,trace_2,trace_9
600,trace_4,trace_5
600,trace_7,trace_9
620,trace_2,trace_9
620,trace_4,trace_5
640,trace_2,trace_9
640,trace_4,trace_5
640,trace_6,trace_9
660,trace_4,trace_5
660,trace_6,trace_9
680,trace_6,trace_9
700,trace_0,trace_1
700,trace_3,trace_8
700,trace_6,trace_9
720,trace_0,trace_1
720,trace_3,trace_8
740,trace_0,trace_1
740,trace_3,trace_8
