time,node1,node2
0,trace_0,trace_7
0,trace_2,trace_9
0,trace_3,trace_4
0,trace_4,trace_7
0,trace_5,trace_8
20,trace_0,trace_7
20,trace_3,trace_4
20,trace_5,trace_8
40,trace_0,trace_7
40,trace_3,trace_4
40,trace_5,trace_8
60,trace_0,trace_7
60,trace_3,trace_4
60,trace_5,trace_8
80,trace_0,trace_7
80,trace_3,trace_4
80,trace_5,trace_8
100,trace_0,trace_7
100,trace_3,trace_4
100,trace_5,trace_8
120,trace_0,trace_7
120,trace_3,trace_4
120,trace_5,trace_8
140,trace_0,trace_7
140,trace_3,trace_4
160,trace_0,trace_7
160,trace_3,trace_4
180,trace_3,trace_4
200,trace_2,trace_9
220,trace_2,trace_9
240,trace_1,trace_9
240,trace_2,trace_9
260,trace_1,trace_9
260,trace_2,trace_9
260,trace_5,trace_8
280,trace_1,trace_9
280,trace_2,trace_9
280,trace_5,trace_8
300,trace_1,trace_9
300,trace_2,trace_9
300,trace_5,trace_8
320,trace_1,trace_9
320,trace_2,trace_9
320,trace_5,trace_8
340,trace_1,trace_9
340,trace_2,trace_9
340,trace_5,trace_8
360,trace_1,trace_9
360,trace_2,trace_9
360,trace_5,trace_8
380,trace_1,trace_9
380,trace_2,trace_9
380,trace_5,trace_8
400,trace_1,trace_9
400,trace_2,trace_9
420,trace_2,trace_9
440,trace_2,trace_9
460,trace_2,trace_9
480,trace_2,trace_9
500,trace_2,trace_9
500,trace_4,trace_6
520,trace_2,trace_9
520,trace_4,trace_6
540,trace_2,trace_9
540,trace_4,trace_6
560,trace_2,trace_9
560,trace_3,trace_4
580,trace_2,trace_9
580,trace_3,trace_4
580,trace_4,trace_7
600,trace_2,trace_9
600,trace_3,trace_4
600,trace_4,trace_7
620,trace_1,trace_6
620,trace_2,trace_9
620,trace_3,trace_4
620,trace_4,trace_7
640,trace_2,trace_9
640,trace_3,trace_4
640,trace_4,trace_7
660,trace_0,trace_3
660,trace_2,trace_9
660,trace_3,trace_5
660,trace_4,trace_7
680,trace_2,trace_9
680,trace_3,trace_5
680,trace_4,trace_7
680,trace_6,trace_8
700,trace_3,trace_5
700,trace_4,trace_7
700,trace_6,trace_8
720,trace_0,trace_3
720,trace_3,trace_5
720,trace_4,trace_7
720,trace_5,trace_7
720,trace_6,trace_8
740,trace_0,trace_3
740,trace_3,trace_5
740,trace_4,trace_7
740,trace_5,trace_7
740,trace_6,trace_8
760,trace_0,trace_5
760,trace_3,trace_5
760,trace_5,trace_7
760,trace_6,trace_8
780,trace_0,trace_5
780,trace_3,trace_5
780,trace_6,trace_8
800,trace_0,trace_5
800,trace_3,trace_5
800,trace_6,trace_8
820,trace_0,trace_5
820,trace_3,trace_5
820,trace_6,trace_8
840,trace_0,trace_5
840,trace_3,trace_5
840,trace_6,trace_8
860,trace_0,trace_5
860,trace_3,trace_5
860,trace_6,trace_8
880,trace_0,trace_5
880,trace_3,trace_5
880,trace_6,trace_8
900,trace_0,trace_5
900,trace_3,trace_5
900,trace_6,trace_8
920,trace_0,trace_5
920,trace_3,trace_5
920,trace_6,trace_8
940,trace_0,trace_5
940,trace_1,trace_9
940,trace_3,trace_5
940,trace_6,trace_8
960,trace_0,trace_5
960,trace_1,trace_9
960,trace_3,trace_5
960,trace_4,trace_9
960,trace_6,trace_7
960,trace_6,trace_8
980,trace_0,trace_5
980,trace_1,trace_9
980,trace_3,trace_5
980,trace_4,trace_9
980,trace_6,trace_7
980,trace_6,trace_8
1000,trace_0,trace_5
1000,trace_1,trace_9
1000,trace_3,trace_5
1000,trace_6,trace_7
1000,trace_6,trace_8
1020,trace_0,trace_5
1020,trace_1,trace_9
1020,trace_3,trace_5
1020,trace_6,trace_7
1020,trace_6,trace_8
1040,trace_0,trace_5
1040,trace_1,trace_9
1040,trace_3,trace_5
1040,trace_6,trace_7
1040,trace_6,trace_8
1060,trace_0,trace_5
1060,trace_1,trace_9
1060,trace_3,trace_5
1060,trace_6,trace_7
1060,trace_6,trace_8
1080,trace_0,trace_5
1080,trace_1,trace_7
1080,trace_1,trace_9
1080,trace_3,trace_5
1080,trace_6,trace_7
1080,trace_6,trace_8
1100,trace_0,trace_5
1100,trace_1,trace_3
1100,trace_1,trace_9
1100,trace_3,trace_5
1100,trace_6,trace_7
1100,trace_6,trace_8
1120,trace_0,trace_5
1120,trace_1,trace_3
1120,trace_1,trace_9
1120,trace_6,trace_7
1120,trace_6,trace_8
1140,trace_0,trace_5
1140,trace_1,trace_3
1140,trace_1,trace_9
1140,trace_6,trace_7
1140,trace_6,trace_8
1160,trace_0,trace_5
1160,trace_1,trace_3
1160,trace_1,trace_9
1160,trace_6,trace_7
1160,trace_6,trace_8
1180,trace_0,trace_5
1180,trace_1,trace_3
1180,trace_6,trace_7
1180,trace_6,trace_8
1200,trace_0,trace_5
1200,trace_1,trace_3
1200,trace_6,trace_7
1200,trace_6,trace_8
1220,trace_0,trace_5
1220,trace_1,trace_3
1220,trace_6,trace_7
1220,trace_6,trace_8
1240,trace_0,trace_5
1240,trace_2,trace_9
1240,trace_6,trace_7
1240,trace_6,trace_8
1260,trace_0,trace_5
1260,trace_2,trace_9
1260,trace_6,trace_7
1260,trace_6,trace_8
1280,trace_0,trace_5
1280,trace_2,trace_9
1280,trace_5,trace_7
1280,trace_6,trace_7
1280,trace_6,trace_8
1300,trace_0,trace_5
1300,trace_2,trace_9
1300,trace_5,trace_7
1300,trace_6,trace_7
1300,trace_6,trace_8
1320,trace_0,trace_5
