time,node1,node2
160,trace_2,trace_6
160,trace_2,trace_9
180,trace_2,trace_6
180,trace_2,trace_9
200,trace_2,trace_6
200,trace_2,trace_9
220,trace_2,trace_6
220,trace_2,trace_9
240,trace_2,trace_6
240,trace_2,trace_9
260,trace_2,trace_6
260,trace_2,trace_9
280,trace_2,trace_6
280,trace_2,trace_9
300,trace_2,trace_6
300,trace_2,trace_9
320,trace_2,trace_6
320,trace_2,trace_9
340,trace_2,trace_6
340,trace_2,trace_9
360,trace_2,trace_6
360,trace_2,trace_9
380,trace_2,trace_6
380,trace_2,trace_9
400,trace_2,trace_6
400,trace_2,trace_9
400,trace_5,trace_7
420,trace_2,trace_6
420,trace_2,trace_9
420,trace_5,trace_7
440,trace_2,trace_9
460,trace_2,trace_9
480,trace_2,trace_9
500,trace_2,trace_9
520,trace_2,trace_9
540,trace_2,trace_9
560,trace_2,trace_9
580,trace_2,trace_9
600,trace_2,trace_9
620,trace_2,trace_9
640,trace_2,trace_9
700,trace_0,trace_1
720,trace_0,trace_1
740,trace_0,trace_1
760,trace_0,trace_1
760,trace_4,trace_7
780,trace_0,trace_1
780,trace_4,trace_7
800,trace_0,trace_1
800,trace_4,trace_7
820,trace_0,trace_1
820,trace_4,trace_7
840,trace_4,trace_7
860,trace_0,trace_7
860,trace_4,trace_7
880,trace_0,trace_7
880,trace_4,trace_7
900,trace_0,trace_7
900,trace_4,trace_7
920,trace_0,trace_7
920,trace_4,trace_7
940,trace_0,trace_7
940,trace_4,trace_7
960,trace_0,trace_7
960,trace_4,trace_7
980,trace_0,trace_7
980,trace_4,trace_7
1000,trace_0,trace_7
1000,trace_4,trace_7
1020,trace_0,trace_7
1020,trace_4,trace_7
1040,trace_0,trace_7
1040,trace_4,trace_7
1560,trace_1,trace_3
1580,trace_1,trace_3
1600,trace_1,trace_3
1620,trace_1,trace_3
1640,trace_1,trace_3
1660,trace_1,trace_3
1680,trace_1,trace_3
1700,trace_1,trace_3
1720,trace_1,trace_3
1740,trace_1,trace_3
1760,trace_1,trace_3
1780,trace_1,trace_3
1780,trace_3,trace_4
1800,trace_1,trace_3
1900,trace_4,trace_8
1920,trace_4,trace_8
1940,trace_4,trace_8
2260,trace_3,trace_4
2280,trace_3,trace_4
2300,trace_3,trace_4
2320,trace_3,trace_4
2340,trace_3,trace_4
2360,trace_3,trace_4
2420,trace_3,trace_9
2440,trace_3,trace_9
2460,trace_3,trace_9
2480,trace_3,trace_9
2500,trace_3,trace_9
2520,trace_3,trace_9
3100,trace_6,trace_9
3200,trace_1,trace_4
3220,trace_1,trace_4
3240,trace_1,trace_4
3260,trace_1,trace_4
3280,trace_1,trace_4
3300,trace_1,trace_4
3320,trace_1,trace_4
