time,node1,node2
0,trace_0,trace_1
0,trace_0,trace_6
0,trace_2,trace_3
0,trace_3,trace_6
0,trace_3,trace_7
0,trace_4,trace_6
0,trace_4,trace_9
0,trace_6,trace_8
20,trace_1,trace_5
20,trace_1,trace_9
20,trace_5,trace_9
40,trace_1,trace_9
40,trace_2,trace_4
40,trace_2,trace_7
40,trace_3,trace_4
40,trace_4,trace_5
60,trace_0,trace_6
60,trace_2,trace_3
60,trace_3,trace_7
60,trace_5,trace_9
80,trace_1,trace_4
80,trace_2,trace_3
100,trace_2,trace_7
100,trace_4,trace_9
100,trace_6,trace_8
140,trace_0,trace_6
140,trace_0,trace_8
140,trace_1,trace_5
140,trace_1,trace_9
140,trace_3,trace_7
140,trace_4,trace_5
140,trace_4,trace_9
160,trace_0,trace_6
160,trace_2,trace_3
160,trace_4,trace_9
160,trace_5,trace_9
180,trace_1,trace_4
180,trace_1,trace_6
180,trace_4,trace_5
200,trace_0,trace_8
220,trace_0,trace_8
220,trace_1,trace_4
220,trace_2,trace_3
220,trace_2,trace_7
220,trace_3,trace_7
220,trace_4,trace_5
220,trace_4,trace_9
240,trace_0,trace_8
240,trace_1,trace_4
240,trace_1,trace_5
240,trace_1,trace_8
240,trace_2,trace_3
240,trace_5,trace_9
260,trace_0,trace_6
260,trace_1,trace_4
260,trace_1,trace_5
260,trace_2,trace_9
260,trace_4,trace_5
260,trace_4,trace_9
260,trace_5,trace_9
280,trace_1,trace_5
280,trace_2,trace_3
280,trace_2,trace_7
280,trace_3,trace_7
280,trace_6,trace_8
280,trace_8,trace_9
300,trace_1,trace_5
300,trace_3,trace_7
300,trace_4,trace_5
300,trace_4,trace_9
320,trace_0,trace_8
320,trace_2,trace_3
320,trace_2,trace_7
320,trace_3,trace_7
320,trace_4,trace_5
320,trace_5,trace_9
320,trace_6,trace_8
340,trace_1,trace_4
340,trace_1,trace_9
340,trace_2,trace_3
340,trace_4,trace_5
360,trace_0,trace_6
360,trace_1,trace_4
360,trace_1,trace_5
360,trace_1,trace_9
360,trace_3,trace_7
380,trace_0,trace_5
380,trace_0,trace_6
380,trace_0,trace_8
380,trace_1,trace_4
380,trace_1,trace_9
380,trace_2,trace_3
380,trace_2,trace_7
380,trace_5,trace_9
400,trace_0,trace_1
400,trace_1,trace_5
400,trace_2,trace_3
400,trace_5,trace_9
420,trace_0,trace_3
420,trace_1,trace_4
420,trace_1,trace_5
420,trace_1,trace_6
420,trace_2,trace_3
420,trace_3,trace_7
420,trace_5,trace_9
420,trace_6,trace_8
440,trace_1,trace_4
440,trace_1,trace_5
440,trace_1,trace_9
440,trace_2,trace_3
440,trace_5,trace_9
440,trace_6,trace_8
440,trace_7,trace_9
460,trace_0,trace_6
460,trace_1,trace_9
460,trace_6,trace_8
480,trace_1,trace_3
480,trace_1,trace_9
480,trace_2,trace_7
480,trace_4,trace_5
500,trace_0,trace_5
500,trace_0,trace_6
500,trace_1,trace_5
500,trace_2,trace_3
520,trace_0,trace_6
520,trace_4,trace_5
520,trace_4,trace_6
540,trace_1,trace_4
540,trace_1,trace_7
540,trace_3,trace_7
540,trace_4,trace_5
540,trace_4,trace_9
540,trace_6,trace_8
540,trace_8,trace_9
560,trace_2,trace_3
560,trace_4,trace_9
560,trace_6,trace_8
580,trace_1,trace_4
580,trace_1,trace_9
580,trace_2,trace_7
580,trace_4,trace_8
600,trace_0,trace_6
600,trace_1,trace_9
600,trace_2,trace_3
620,trace_1,trace_5
620,trace_1,trace_9
620,trace_2,trace_3
620,trace_3,trace_7
620,trace_4,trace_5
620,trace_5,trace_9
620,trace_6,trace_8
640,trace_0,trace_6
640,trace_0,trace_8
640,trace_1,trace_9
640,trace_2,trace_3
640,trace_2,trace_7
640,trace_3,trace_4
640,trace_4,trace_9
640,trace_5,trace_9
660,trace_0,trace_6
660,trace_1,trace_4
660,trace_1,trace_5
660,trace_3,trace_7
660,trace_3,trace_9
660,trace_4,trace_5
660,trace_4,trace_9
660,trace_5,trace_9
680,trace_0,trace_6
680,trace_0,trace_8
680,trace_1,trace_5
680,trace_2,trace_3
680,trace_5,trace_9
700,trace_0,trace_5
700,trace_0,trace_8
700,trace_1,trace_4
700,trace_1,trace_5
700,trace_2,trace_3
700,trace_2,trace_7
700,trace_4,trace_5
700,trace_4,trace_9
720,trace_0,trace_6
720,trace_1,trace_5
720,trace_1,trace_9
720,trace_4,trace_9
720,trace_5,trace_9
720,trace_6,trace_8
720,trace_6,trace_9
740,trace_0,trace_8
740,trace_1,trace_5
740,trace_2,trace_7
740,trace_3,trace_7
760,trace_0,trace_6
760,trace_0,trace_8
760,trace_1,trace_4
760,trace_4,trace_5
760,trace_5,trace_9
760,trace_7,trace_9
780,trace_0,trace_2
780,trace_1,trace_9
780,trace_2,trace_3
780,trace_3,trace_7
780,trace_4,trace_7
780,trace_5,trace_9
800,trace_0,trace_8
800,trace_3,trace_9
820,trace_1,trace_5
820,trace_3,trace_7
820,trace_3,trace_8
820,trace_4,trace_5
840,trace_4,trace_5
860,trace_0,trace_6
860,trace_0,trace_8
860,trace_2,trace_7
860,trace_8,trace_9
880,trace_0,trace_6
880,trace_1,trace_5
880,trace_6,trace_8
900,trace_0,trace_2
900,trace_0,trace_6
900,trace_1,trace_9
900,trace_2,trace_4
900,trace_2,trace_7
900,trace_3,trace_7
900,trace_5,trace_9
900,trace_6,trace_8
920,trace_1,trace_4
920,trace_4,trace_9
940,trace_0,trace_6
940,trace_1,trace_9
940,trace_6,trace_8
960,trace_1,trace_9
960,trace_5,trace_9
960,trace_6,trace_8
980,trace_1,trace_4
980,trace_2,trace_7
980,trace_3,trace_5
980,trace_4,trace_5
1000,trace_0,trace_6
1000,trace_0,trace_8
1000,trace_2,trace_7
1000,trace_3,trace_5
1000,trace_3,trace_7
1020,trace_0,trace_6
1020,trace_0,trace_8
1020,trace_1,trace_4
1020,trace_1,trace_5
1020,trace_2,trace_7
1020,trace_6,trace_8
1040,trace_0,trace_8
1040,trace_1,trace_5
1040,trace_1,trace_9
1040,trace_2,trace_7
1040,trace_4,trace_5
1060,trace_0,trace_6
1060,trace_4,trace_9
1080,trace_0,trace_6
1080,trace_4,trace_9
1100,trace_1,trace_4
1100,trace_1,trace_9
1100,trace_3,trace_7
1100,trace_4,trace_9
1120,trace_0,trace_8
1120,trace_2,trace_3
1120,trace_2,trace_4
1120,trace_2,trace_7
1140,trace_0,trace_6
1140,trace_0,trace_8
1140,trace_2,trace_7
1140,trace_3,trace_7
1140,trace_4,trace_5
1160,trace_0,trace_8
1160,trace_1,trace_4
1160,trace_1,trace_5
1160,trace_2,trace_5
1160,trace_3,trace_6
1160,trace_3,trace_7
1160,trace_4,trace_9
1160,trace_6,trace_8
1180,trace_1,trace_4
1180,trace_3,trace_7
1180,trace_4,trace_5
1200,trace_2,trace_7
1200,trace_4,trace_9
1200,trace_5,trace_9
1200,trace_7,trace_9
1220,trace_0,trace_7
1220,trace_5,trace_9
1220,trace_6,trace_8
1240,trace_0,trace_8
1240,trace_1,trace_4
1240,trace_1,trace_9
1240,trace_2,trace_3
1240,trace_4,trace_9
1240,trace_6,trace_8
1260,trace_1,trace_5
1260,trace_2,trace_3
1260,trace_2,trace_7
1260,trace_6,trace_8
1280,trace_1,trace_5
1300,trace_0,trace_6
1300,trace_1,trace_4
1300,trace_1,trace_5
1300,trace_2,trace_3
1300,trace_4,trace_9
1300,trace_5,trace_9
1300,trace_6,trace_9
1320,trace_0,trace_6
1320,trace_2,trace_5
1320,trace_5,trace_9
1340,trace_1,trace_4
1340,trace_1,trace_5
1340,trace_2,trace_7
1340,trace_4,trace_9
1360,trace_0,trace_8
1360,trace_1,trace_4
1360,trace_3,trace_7
1360,trace_4,trace_5
1360,trace_4,trace_9
1380,trace_0,trace_2
1380,trace_0,trace_8
1380,trace_1,trace_4
1380,trace_3,trace_7
1380,trace_3,trace_9
1380,trace_4,trace_5
1400,trace_0,trace_6
1400,trace_1,trace_4
1400,trace_1,trace_9
1400,trace_2,trace_7
1400,trace_3,trace_7
1400,trace_4,trace_5
1400,trace_6,trace_8
1420,trace_1,trace_5
1420,trace_2,trace_3
1420,trace_3,trace_9
1420,trace_4,trace_5
1420,trace_6,trace_9
1440,trace_1,trace_2
1440,trace_1,trace_9
1440,trace_3,trace_7
1440,trace_4,trace_5
1440,trace_5,trace_9
1440,trace_8,trace_9
1460,trace_0,trace_6
1460,trace_1,trace_4
1460,trace_4,trace_9
1460,trace_5,trace_9
1480,trace_0,trace_6
1480,trace_1,trace_9
1480,trace_4,trace_5
1500,trace_0,trace_8
1500,trace_1,trace_9
1500,trace_3,trace_9
1500,trace_4,trace_9
1500,trace_5,trace_9
1500,trace_7,trace_9
1520,trace_3,trace_5
1520,trace_4,trace_9
1520,trace_6,trace_7
1520,trace_6,trace_8
1540,trace_0,trace_6
1540,trace_1,trace_4
1540,trace_2,trace_3
1540,trace_3,trace_6
1540,trace_5,trace_9
1540,trace_6,trace_8
1560,trace_0,trace_6
1560,trace_0,trace_8
1560,trace_1,trace_5
1560,trace_2,trace_3
1560,trace_2,trace_4
1560,trace_2,trace_7
1560,trace_3,trace_7
1560,trace_4,trace_5
1560,trace_4,trace_9
1580,trace_0,trace_6
1580,trace_4,trace_9
1580,trace_6,trace_8
1600,trace_0,trace_6
1600,trace_0,trace_8
1600,trace_1,trace_9
1600,trace_2,trace_3
1600,trace_4,trace_9
1620,trace_1,trace_5
1620,trace_1,trace_9
1620,trace_4,trace_5
1620,trace_6,trace_8
1640,trace_0,trace_6
1640,trace_1,trace_4
1640,trace_2,trace_7
1640,trace_3,trace_7
1640,trace_4,trace_5
1640,trace_4,trace_9
1660,trace_1,trace_4
1660,trace_2,trace_3
1660,trace_2,trace_5
1660,trace_2,trace_7
1660,trace_5,trace_9
1680,trace_0,trace_6
1680,trace_4,trace_5
1680,trace_4,trace_9
1680,trace_6,trace_8
1700,trace_3,trace_7
1700,trace_4,trace_9
1720,trace_1,trace_4
1720,trace_1,trace_9
1720,trace_4,trace_9
1720,trace_5,trace_9
1720,trace_6,trace_8
1740,trace_0,trace_1
1740,trace_0,trace_6
1740,trace_0,trace_8
1740,trace_1,trace_4
1740,trace_1,trace_5
1740,trace_2,trace_5
1740,trace_2,trace_7
1740,trace_3,trace_7
1740,trace_5,trace_9
1760,trace_0,trace_6
1760,trace_0,trace_8
1760,trace_1,trace_5
1760,trace_2,trace_3
1760,trace_2,trace_7
1760,trace_5,trace_9
1760,trace_6,trace_8
1780,trace_0,trace_6
1780,trace_1,trace_5
1780,trace_2,trace_7
1780,trace_3,trace_7
1780,trace_6,trace_8
1780,trace_6,trace_9
1780,trace_7,trace_9
1800,trace_0,trace_6
1800,trace_0,trace_8
1800,trace_1,trace_5
1800,trace_4,trace_5
1800,trace_4,trace_9
1800,trace_6,trace_8
1800,trace_8,trace_9
1820,trace_0,trace_6
1820,trace_1,trace_9
1820,trace_2,trace_3
1820,trace_2,trace_7
1820,trace_6,trace_8
1840,trace_0,trace_6
1840,trace_0,trace_8
1840,trace_2,trace_3
1840,trace_4,trace_5
1840,trace_5,trace_9
1840,trace_6,trace_8
1860,trace_3,trace_8
1860,trace_4,trace_5
1860,trace_5,trace_9
1860,trace_7,trace_9
1880,trace_0,trace_6
1880,trace_0,trace_8
1880,trace_1,trace_3
1880,trace_1,trace_9
1880,trace_4,trace_9
1880,trace_5,trace_9
1880,trace_6,trace_8
1900,trace_1,trace_5
1900,trace_2,trace_7
1900,trace_3,trace_7
1900,trace_5,trace_9
1900,trace_6,trace_8
1920,trace_0,trace_6
1920,trace_1,trace_5
1920,trace_2,trace_3
1920,trace_3,trace_8
1920,trace_4,trace_8
1920,trace_4,trace_9
1940,trace_1,trace_9
1940,trace_2,trace_3
1940,trace_2,trace_7
1940,trace_3,trace_7
1940,trace_4,trace_6
1940,trace_5,trace_9
1940,trace_6,trace_8
1960,trace_0,trace_8
1960,trace_1,trace_4
1960,trace_1,trace_9
1960,trace_4,trace_5
1960,trace_4,trace_9
1980,trace_0,trace_6
1980,trace_1,trace_5
1980,trace_1,trace_9
1980,trace_4,trace_9
2000,trace_0,trace_6
2000,trace_0,trace_8
2000,trace_1,trace_5
2000,trace_2,trace_3
2000,trace_6,trace_8
2000,trace_6,trace_9
2020,trace_1,trace_4
2020,trace_5,trace_6
2020,trace_5,trace_7
2020,trace_5,trace_9
2040,trace_4,trace_5
2040,trace_5,trace_9
2060,trace_0,trace_6
2060,trace_0,trace_8
2060,trace_1,trace_4
2060,trace_1,trace_5
2060,trace_3,trace_7
2060,trace_4,trace_9
2080,trace_0,trace_8
2080,trace_1,trace_4
2100,trace_0,trace_6
2100,trace_1,trace_4
2100,trace_1,trace_5
2100,trace_1,trace_9
2100,trace_4,trace_8
2120,trace_1,trace_4
2120,trace_1,trace_5
2120,trace_2,trace_3
2120,trace_2,trace_7
2120,trace_3,trace_5
2140,trace_0,trace_8
2140,trace_2,trace_3
2140,trace_2,trace_7
2140,trace_3,trace_7
2140,trace_4,trace_9
2140,trace_6,trace_8
2160,trace_0,trace_9
2160,trace_1,trace_5
2160,trace_2,trace_7
2180,trace_0,trace_2
2180,trace_0,trace_6
2180,trace_5,trace_9
2200,trace_0,trace_5
2200,trace_0,trace_6
2200,trace_1,trace_9
2200,trace_4,trace_9
2220,trace_6,trace_8
2240,trace_0,trace_6
2240,trace_1,trace_4
2240,trace_1,trace_5
2240,trace_3,trace_7
2260,trace_0,trace_1
2260,trace_1,trace_4
2260,trace_1,trace_9
2260,trace_2,trace_3
2260,trace_4,trace_9
2260,trace_6,trace_8
2280,trace_1,trace_5
2280,trace_2,trace_7
2280,trace_3,trace_7
2280,trace_5,trace_9
2280,trace_6,trace_7
2300,trace_0,trace_4
2300,trace_0,trace_6
2300,trace_2,trace_3
2300,trace_3,trace_7
2300,trace_4,trace_9
2300,trace_5,trace_9
2320,trace_0,trace_1
2320,trace_0,trace_5
2320,trace_0,trace_6
2320,trace_1,trace_5
2320,trace_3,trace_7
2320,trace_5,trace_9
2340,trace_1,trace_5
2340,trace_2,trace_7
2340,trace_5,trace_9
2360,trace_1,trace_4
2360,trace_1,trace_9
2360,trace_4,trace_8
2360,trace_4,trace_9
2380,trace_0,trace_1
2380,trace_1,trace_5
2380,trace_1,trace_9
2380,trace_2,trace_3
2380,trace_2,trace_8
2380,trace_4,trace_9
2380,trace_5,trace_9
2380,trace_7,trace_9
2400,trace_1,trace_9
2400,trace_2,trace_3
2400,trace_3,trace_7
