time,node1,node2
0,trace_1,trace_4
0,trace_2,trace_7
40,trace_3,trace_8
60,trace_0,trace_9
80,trace_2,trace_4
80,trace_6,trace_8
100,trace_5,trace_9
120,trace_0,trace_5
160,trace_3,trace_8
180,trace_1,trace_4
200,trace_3,trace_8
220,trace_1,trace_4
240,trace_0,trace_9
240,trace_2,trace_7
260,trace_3,trace_8
320,trace_0,trace_9
320,trace_1,trace_7
320,trace_2,trace_3
320,trace_4,trace_7
340,trace_6,trace_8
360,trace_0,trace_5
360,trace_1,trace_2
440,trace_0,trace_2
440,trace_0,trace_5
480,trace_1,trace_7
500,trace_3,trace_6
520,trace_3,trace_8
520,trace_8,trace_9
540,trace_0,trace_9
580,trace_1,trace_4
620,trace_6,trace_8
700,trace_5,trace_9
760,trace_0,trace_5
760,trace_1,trace_2
760,trace_3,trace_6
800,trace_4,trace_5
840,trace_1,trace_7
840,trace_4,trace_7
900,trace_1,trace_7
900,trace_3,trace_8
920,trace_5,trace_9
940,trace_0,trace_9
940,trace_5,trace_9
1020,trace_5,trace_9
1020,trace_6,trace_8
1040,trace_0,trace_5
1040,trace_5,trace_9
1100,trace_1,trace_4
1120,trace_6,trace_8
1140,trace_1,trace_2
1140,trace_1,trace_6
1200,trace_3,trace_4
1240,trace_1,trace_7
1240,trace_2,trace_4
1240,trace_3,trace_6
1260,trace_3,trace_8
1260,trace_5,trace_9
1280,trace_2,trace_7
1280,trace_4,trace_7
1280,trace_5,trace_9
1300,trace_0,trace_9
1300,trace_3,trace_6
1320,trace_0,trace_9
1360,trace_0,trace_5
1380,trace_3,trace_6
1380,trace_4,trace_7
1380,trace_6,trace_7
1400,trace_3,trace_8
1420,trace_0,trace_6
1440,trace_0,trace_9
1460,trace_0,trace_9
1460,trace_1,trace_7
1480,trace_1,trace_7
1480,trace_6,trace_8
1500,trace_4,trace_7
1520,trace_3,trace_6
1520,trace_4,trace_7
1540,trace_2,trace_6
1540,trace_4,trace_6
1560,trace_1,trace_7
1600,trace_5,trace_9
1620,trace_0,trace_9
1620,trace_3,trace_8
1640,trace_0,trace_9
1680,trace_1,trace_7
1680,trace_2,trace_4
1720,trace_0,trace_1
1720,trace_1,trace_2
1800,trace_2,trace_4
1840,trace_1,trace_2
1860,trace_6,trace_8
1880,trace_1,trace_4
1900,trace_4,trace_8
1920,trace_1,trace_4
1940,trace_0,trace_9
1940,trace_6,trace_8
1960,trace_0,trace_3
2020,trace_0,trace_2
2060,trace_0,trace_1
2060,trace_6,trace_8
2100,trace_1,trace_7
2120,trace_3,trace_6
2200,trace_1,trace_2
2220,trace_3,trace_8
2260,trace_1,trace_4
2280,trace_2,trace_4
2280,trace_2,trace_5
2300,trace_0,trace_2
2380,trace_1,trace_4
2380,trace_5,trace_9
2420,trace_0,trace_9
2420,trace_4,trace_5
2440,trace_7,trace_9
2480,trace_5,trace_9
2520,trace_1,trace_2
2520,trace_3,trace_6
2520,trace_4,trace_7
2540,trace_5,trace_9
2560,trace_1,trace_2
2600,trace_5,trace_9
2620,trace_3,trace_8
2640,trace_1,trace_7
2640,trace_6,trace_8
2660,trace_2,trace_7
2680,trace_2,trace_4
2700,trace_1,trace_2
2700,trace_5,trace_9
2720,trace_4,trace_7
2740,trace_1,trace_2
2760,trace_3,trace_6
2780,trace_0,trace_9
2780,trace_2,trace_4
2840,trace_0,trace_7
2840,trace_1,trace_7
2880,trace_1,trace_2
2880,trace_2,trace_7
2920,trace_1,trace_3
2940,trace_0,trace_2
2940,trace_3,trace_6
2980,trace_4,trace_7
3000,trace_0,trace_5
3040,trace_2,trace_7
3100,trace_0,trace_9
3100,trace_3,trace_6
3100,trace_3,trace_7
3120,trace_0,trace_5
3140,trace_3,trace_8
3140,trace_4,trace_7
3180,trace_0,trace_9
3180,trace_1,trace_7
3200,trace_1,trace_2
3220,trace_0,trace_5
3220,trace_0,trace_9
3220,trace_1,trace_7
3220,trace_2,trace_7
3260,trace_1,trace_2
3300,trace_4,trace_9
3320,trace_1,trace_4
3340,trace_3,trace_6
3340,trace_3,trace_8
3360,trace_0,trace_9
3360,trace_1,trace_4
3380,trace_1,trace_7
3380,trace_3,trace_4
3400,trace_3,trace_8
3420,trace_1,trace_7
3420,trace_2,trace_7
3440,trace_1,trace_4
3440,trace_2,trace_5
3460,trace_2,trace_4
3540,trace_4,trace_7
3540,trace_7,trace_9
3560,trace_2,trace_4
3620,trace_4,trace_7
3640,trace_0,trace_5
3660,trace_0,trace_9
3680,trace_1,trace_5
3680,trace_3,trace_6
