time,node1,node2
0,trace_1,trace_4
0,trace_2,trace_5
0,trace_5,trace_7
0,trace_6,trace_8
0,trace_6,trace_9
0,trace_8,trace_9
20,trace_0,trace_1
20,trace_0,trace_2
20,trace_2,trace_9
20,trace_3,trace_9
20,trace_5,trace_7
40,trace_0,trace_1
40,trace_0,trace_4
40,trace_1,trace_4
40,trace_2,trace_9
40,trace_5,trace_7
40,trace_6,trace_8
40,trace_7,trace_8
60,trace_0,trace_1
60,trace_0,trace_4
60,trace_1,trace_2
60,trace_2,trace_8
60,trace_2,trace_9
60,trace_3,trace_5
60,trace_3,trace_7
60,trace_6,trace_8
80,trace_0,trace_1
80,trace_1,trace_4
80,trace_2,trace_6
80,trace_3,trace_5
80,trace_6,trace_8
80,trace_6,trace_9
100,trace_1,trace_4
100,trace_6,trace_8
100,trace_6,trace_9
120,trace_0,trace_1
120,trace_0,trace_7
120,trace_1,trace_4
120,trace_2,trace_6
140,trace_0,trace_1
140,trace_0,trace_6
140,trace_1,trace_4
140,trace_2,trace_8
140,trace_2,trace_9
140,trace_3,trace_5
140,trace_3,trace_7
140,trace_5,trace_7
140,trace_6,trace_8
140,trace_6,trace_9
140,trace_8,trace_9
160,trace_1,trace_4
160,trace_2,trace_6
180,trace_3,trace_5
180,trace_6,trace_8
180,trace_6,trace_9
200,trace_0,trace_4
200,trace_2,trace_6
200,trace_5,trace_7
200,trace_6,trace_9
220,trace_0,trace_1
220,trace_0,trace_4
220,trace_1,trace_4
220,trace_2,trace_6
220,trace_2,trace_8
220,trace_3,trace_5
220,trace_3,trace_7
220,trace_6,trace_8
240,trace_1,trace_4
240,trace_8,trace_9
260,trace_0,trace_4
260,trace_2,trace_6
260,trace_2,trace_7
260,trace_2,trace_8
260,trace_3,trace_5
260,trace_3,trace_7
260,trace_6,trace_9
280,trace_2,trace_6
280,trace_3,trace_7
280,trace_5,trace_7
280,trace_6,trace_9
280,trace_8,trace_9
300,trace_0,trace_4
300,trace_2,trace_6
300,trace_2,trace_9
300,trace_3,trace_7
300,trace_6,trace_8
300,trace_8,trace_9
320,trace_0,trace_1
320,trace_1,trace_8
320,trace_2,trace_6
320,trace_6,trace_8
320,trace_8,trace_9
340,trace_1,trace_5
340,trace_2,trace_8
340,trace_2,trace_9
340,trace_3,trace_7
340,trace_6,trace_8
360,trace_0,trace_4
360,trace_2,trace_9
360,trace_3,trace_5
360,trace_5,trace_6
360,trace_5,trace_7
360,trace_5,trace_9
380,trace_1,trace_4
380,trace_3,trace_7
420,trace_0,trace_1
420,trace_1,trace_8
420,trace_2,trace_9
420,trace_6,trace_9
440,trace_1,trace_4
440,trace_2,trace_9
440,trace_3,trace_5
440,trace_3,trace_7
440,trace_6,trace_9
440,trace_8,trace_9
460,trace_3,trace_5
460,trace_3,trace_7
460,trace_6,trace_8
460,trace_6,trace_9
480,trace_0,trace_1
480,trace_3,trace_5
500,trace_0,trace_3
500,trace_0,trace_9
500,trace_2,trace_6
500,trace_2,trace_8
500,trace_3,trace_7
500,trace_6,trace_8
520,trace_0,trace_4
520,trace_2,trace_6
520,trace_3,trace_5
520,trace_3,trace_7
520,trace_5,trace_9
520,trace_6,trace_8
520,trace_6,trace_9
540,trace_0,trace_1
540,trace_0,trace_4
560,trace_1,trace_4
560,trace_2,trace_6
560,trace_3,trace_7
560,trace_5,trace_8
560,trace_6,trace_8
560,trace_8,trace_9
580,trace_1,trace_4
580,trace_3,trace_7
580,trace_6,trace_8
580,trace_6,trace_9
600,trace_2,trace_8
600,trace_3,trace_5
600,trace_3,trace_7
600,trace_5,trace_7
620,trace_0,trace_1
620,trace_0,trace_9
620,trace_1,trace_4
620,trace_2,trace_8
620,trace_3,trace_7
620,trace_3,trace_8
620,trace_5,trace_7
620,trace_6,trace_9
620,trace_8,trace_9
640,trace_0,trace_1
640,trace_0,trace_3
640,trace_0,trace_4
640,trace_2,trace_7
660,trace_0,trace_1
660,trace_3,trace_5
660,trace_5,trace_7
680,trace_0,trace_8
680,trace_1,trace_4
680,trace_2,trace_8
680,trace_3,trace_5
680,trace_4,trace_5
680,trace_6,trace_9
700,trace_0,trace_1
700,trace_2,trace_6
700,trace_2,trace_9
700,trace_3,trace_7
700,trace_6,trace_9
720,trace_0,trace_4
720,trace_0,trace_5
720,trace_0,trace_6
720,trace_1,trace_4
720,trace_2,trace_9
720,trace_3,trace_5
720,trace_6,trace_8
720,trace_8,trace_9
740,trace_0,trace_1
740,trace_2,trace_8
740,trace_3,trace_5
740,trace_3,trace_7
740,trace_8,trace_9
760,trace_0,trace_9
760,trace_2,trace_8
760,trace_3,trace_8
760,trace_6,trace_9
780,trace_2,trace_3
780,trace_2,trace_6
780,trace_3,trace_7
780,trace_3,trace_8
780,trace_6,trace_9
800,trace_0,trace_1
800,trace_0,trace_4
800,trace_2,trace_6
800,trace_2,trace_8
800,trace_6,trace_8
800,trace_6,trace_9
820,trace_1,trace_4
820,trace_1,trace_7
820,trace_2,trace_6
820,trace_2,trace_9
820,trace_4,trace_8
840,trace_2,trace_8
840,trace_3,trace_7
840,trace_4,trace_7
840,trace_5,trace_7
860,trace_0,trace_4
860,trace_1,trace_4
860,trace_3,trace_7
860,trace_5,trace_7
860,trace_6,trace_9
860,trace_8,trace_9
880,trace_6,trace_8
900,trace_0,trace_4
900,trace_1,trace_4
900,trace_2,trace_6
900,trace_6,trace_8
900,trace_8,trace_9
920,trace_1,trace_4
920,trace_2,trace_6
920,trace_3,trace_5
920,trace_3,trace_7
920,trace_5,trace_7
920,trace_8,trace_9
940,trace_0,trace_4
940,trace_1,trace_4
940,trace_2,trace_9
940,trace_6,trace_9
940,trace_8,trace_9
960,trace_2,trace_6
960,trace_2,trace_8
960,trace_3,trace_5
960,trace_5,trace_7
980,trace_0,trace_1
980,trace_1,trace_4
980,trace_2,trace_8
980,trace_2,trace_9
980,trace_3,trace_4
980,trace_4,trace_8
980,trace_6,trace_9
980,trace_8,trace_9
1000,trace_2,trace_8
1000,trace_2,trace_9
1000,trace_3,trace_7
1000,trace_6,trace_8
1000,trace_6,trace_9
1000,trace_7,trace_9
1000,trace_8,trace_9
1040,trace_0,trace_1
1040,trace_2,trace_6
1040,trace_3,trace_7
1040,trace_5,trace_7
1040,trace_6,trace_8
1040,trace_6,trace_9
1060,trace_0,trace_1
1060,trace_0,trace_4
1060,trace_1,trace_7
