time,node1,node2
0,trace_6,trace_8
0,trace_6,trace_9
20,trace_0,trace_2
40,trace_0,trace_4
40,trace_6,trace_8
100,trace_1,trace_4
140,trace_0,trace_6
140,trace_3,trace_7
160,trace_1,trace_4
180,trace_3,trace_5
180,trace_6,trace_8
220,trace_0,trace_1
260,trace_3,trace_7
260,trace_6,trace_9
280,trace_3,trace_7
300,trace_8,trace_9
340,trace_1,trace_5
340,trace_2,trace_8
360,trace_3,trace_5
420,trace_1,trace_8
420,trace_6,trace_9
480,trace_3,trace_5
500,trace_0,trace_9
500,trace_2,trace_8
540,trace_0,trace_1
560,trace_3,trace_7
580,trace_1,trace_4
580,trace_3,trace_7
600,trace_5,trace_7
660,trace_5,trace_7
680,trace_2,trace_8
700,trace_6,trace_9
760,trace_0,trace_9
760,trace_6,trace_9
800,trace_0,trace_4
800,trace_2,trace_6
820,trace_1,trace_7
860,trace_3,trace_7
860,trace_6,trace_9
880,trace_6,trace_8
940,trace_6,trace_9
960,trace_2,trace_6
960,trace_3,trace_5
960,trace_5,trace_7
980,trace_6,trace_9
1040,trace_6,trace_9
1060,trace_3,trace_4
1060,trace_4,trace_7
1080,trace_2,trace_9
1080,trace_5,trace_7
1120,trace_1,trace_4
1120,trace_3,trace_5
1200,trace_5,trace_7
1200,trace_6,trace_9
1220,trace_1,trace_4
1220,trace_5,trace_6
1240,trace_1,trace_4
1240,trace_3,trace_7
1240,trace_6,trace_7
1280,trace_1,trace_9
1320,trace_2,trace_8
1320,trace_5,trace_7
1340,trace_8,trace_9
1360,trace_2,trace_4
1360,trace_5,trace_7
1380,trace_2,trace_6
1400,trace_5,trace_7
1400,trace_6,trace_8
1420,trace_5,trace_7
1440,trace_2,trace_9
1460,trace_0,trace_1
1560,trace_2,trace_9
1620,trace_1,trace_4
1640,trace_1,trace_4
1640,trace_5,trace_7
1660,trace_0,trace_1
1660,trace_1,trace_4
1660,trace_2,trace_6
1680,trace_0,trace_1
1680,trace_2,trace_6
1680,trace_2,trace_9
1680,trace_3,trace_7
1700,trace_0,trace_4
1720,trace_1,trace_8
1760,trace_3,trace_7
1780,trace_4,trace_8
1800,trace_2,trace_6
1800,trace_2,trace_7
1820,trace_3,trace_8
1820,trace_5,trace_7
1840,trace_6,trace_7
1880,trace_1,trace_6
1880,trace_1,trace_9
1900,trace_2,trace_5
