seed,time,requester_id,peer_id,details
7,0,S5,S11,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5834039449691772}"
7,0,S5,S9,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5202639102935791}"
7,0,S9,S5,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5710775852203369}"
7,0,S11,S13,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.37043696641921997}"
7,0,S11,S16,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.41112852096557617}"
7,0,S11,S5,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.4039815664291382}"
7,0,S11,S6,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.4292365312576294}"
7,0,S7,S13,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.55225670337677}"
7,0,S13,S11,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.609628438949585}"
7,0,S13,S15,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5659153461456299}"
7,0,S13,S7,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5961012840270996}"
7,0,S15,S13,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.528071403503418}"
7,0,S16,S11,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.494608998298645}"
7,0,S16,S8,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.4492867588996887}"
7,0,S8,S16,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.31964635848999023}"
7,0,S6,S11,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.6740034818649292}"
7,20,S9,S3,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.6258206367492676}"
7,20,S9,S8,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5977050065994263}"
7,20,S3,S8,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5904127955436707}"
7,20,S3,S9,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5577198266983032}"
7,20,S8,S3,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.3843653202056885}"
7,20,S8,S9,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.32439613342285156}"
7,40,S9,S8,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5977050065994263}"
7,40,S8,S9,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.32439613342285156}"
7,40,S7,S15,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.6035539507865906}"
7,40,S7,S16,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.6095951199531555}"
7,40,S16,S13,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.4032626748085022}"
7,40,S16,S3,"{""completed"": true, ""sgd_steps"": 2, ""similarity"": 0.5032567381858826}"
